content,score,sentiment
"Electronic shopping is crazy fun!! Especially on Amazon! It's like magic, shopping with invisible money and *poof* a day or  later the stuff arrives! I did it over and over again until they wouldn't let me anymore, because apparently all of my invisible money disappeared...",5,1
Some parts of the app simply just don't function . Sometimes the update will help briefly but then it goes right back to not working,1,-1
I enjoy shopping on Amazon there is such a wide variety of items. Also I trust ordering on Amazon versus some site from social media sites.,5,1
I have my account for +. the only reason I put four stars There's a trap do not buy Google gift card well couse to suspend all your online accounts out side of google platform even Google Gmail . if you have Auto paying it well cancel cant do nothing untell Google let u or not the credit card bureau wich there only one who can do this action in usa so Google is playing with fire lucky i fix it without paying late fees but mabe nextime may have to press legal charges.i have file saved,4,-1
"IDK why, but whenever i go into my lists to add/edit item priority the app freezes and i can't do anything except hit my phone's home button to exit out of the app. Then I have to close and reopen it to do other things.",2,-1
"I have been on this planet for a long time. Amazon Shopping has been the best shopping experience so far. Prices as seen, delivery on time, fast and reliable. Great customer support for the glitches. Well almost % great. App works seamlessly.",5,1
"Stupid app and very stressful. Billing statement? You've got to be kidding me, I know nothing about that, why can't you be as simple as aliexpress? When they start selling official albums there I will delete this app",1,-1
And the latest in infinite wisdom we can't buy kindle ebooks on this app. We have to go to a browser & login every time. Who thinks up this Using SG+.,2,-1
Seems Amazon is loosing it's touch. I havnt been receiving some of the items I have ordered. Its getting pretty old.,2,-1
"The search engine is all but unusable. It ignores forced keywords, and excluded ones. The filters it offers you are random and not comprehensive. It is designed to take the ability to aggressively filter away from you to place more products in front of you. It is highly unrecommended to use if you are look for highly specific or graded items. Google instead. It actually listens then links to the item on Amazon.",1,-1
"I believe that Amazon has to modernize this application a little. Presently, it looks like a -to- adaptation of the website. A friendly application is slightly different. One cannot personalize the app. One cannot apply a darker theme, for instance. Thank you.",3,-1
"the only real issue i have with shopping amazon, is it is so damn difficult to return an item if you dislike it, or if it is broken. I have only had one item come broken, and I still have it because I don't know how to return it, and the manufacturers, (whom you are told to contact with issues) and they never get back to you.",3,1
Slow shipping okay prices difficult to use. Poor customer service. Don't use subscription service you're absolutely last in line to get it because I know you got you trapped with subscription and then you'll order another one and then you'll end up with way too many.,1,-1
"They need to tell users about the changes they make. For example, the wishlist is now a heart icon. If you tap it then the item goes into your default wish list. If you press and hold it then you can choose which wish list (if you have more than one) to add the item to.",4,1
I hate amazon i pay for prime and says i will recieve my products on a day and they never show up and than amazon gives my packages to ups n usps to deliver some packages and there trucks dont fit down my block so yup i never get those packages...why am i paying for prime and never get prime service...fix this,1,-1
"Shopping at Amazon is really convenient because you get to shop from home, get it delivered right to your door in a timely manner and if you are not satisfied with your purchase they have real easy hassle free returns. I highly recommend shopping with Amazon",5,1
Amazon is encouraging price gauging and bad business practices. Many times things are higher prices but customer are not aware of it. Request to publish marked price of all items.,2,-1
Im reporting Amazon because it spended $ and i did nothing so once i first dowload the app i was happy and plus my mom gave me $ bucks so she sented me  bucks bc i didnt want all the money so i was gonna order some slime but it turned out to be bad and my brother order stuff on amazon but it happend to him before AND PLUS I FORGOT THEY SPENED  BUCKS ALSO THEY BROUGHT A CARD IM SUEING YALL SO NOW I GOT $ BUCKS LEFT I KNOW YALL HAPPY WITH THAT MONEY BUT YALL WONT BE HAPPY NO MORE..heh,1,-1
"In the past  yrs. I have not had any problems. I order drones, circuit boards, and every thing for growing cannabis indoors. Grow lights, other equipment and nutrients. Every time I would choose the free delivery option  to  days. I would always get it sooner, sometimes withen  days. Thank you Amazon.",5,1
Easy to use and plenty of products to choose from that are very reasonably priced. if you can't find the item you are looking for anywhere else then Amazon will probably have it in stock,5,1
"AMAZON FIXED IT AND BROKE APP. For the last couple of years app worked great. They did an update for Android and half the time you cannot check order status via the app. You get a msessage ""problem on our end go to home page"" and some picture of some mutt. It's just the Android app. Works in Windows and IOS for iPad. It's an annoying Android problem that Amazon needs to be fix.",3,-1
I had to uninstall it do to it's capacity for any android it just takes up way too much file space in the system and my device is getting to be sticky too much and running very slow because of it. But once I uninstalled it my phone has been running a lot better.,2,-1
Since posting my last review I've learned that the add to list button is available if you restart the app a few times. Thanks to those that immediately reached out with solutions! I'm still only giving it  stars because it's a little jumpy and buggy.,3,1
"Recommend to DO NOT download! Useless. Cant resolve paid order issue for many days until now. Shipping issue created by Amazon itself. Im Amazon customer since  and seems this platform now rolling backward instead of improve service and move ahead, develop better approach to attract new customers and keep loyal ones from leaving and shifting to other platforms. Going to uninstall this app despite active paid orders which will be returned to Amazon as present from me with no refund request.",1,-1
Hard to find a company better than Amazon! I have ordered thousands of dollars in equipment and the money back if not satisfied / or defective product return is a additional bonus!,5,1
times slower than the previous version. Badly designed icon logic and placement. Things that previously could be done in one step now need mutiple steps.,1,-1
"As much as people like to complain about Amazon, the service is truly miles ahead of the competition. Free international shipping. Guaranteed quality. Easy, free returns and reimbursments when there are troubles.",5,1
"I use Amazon App mostly to organize and compare products that i need to buy for my home but recently the ""add to list"" button is complete gone so stuff has been added to my cart but the cart only holds  products regardless of cost. I could save for later but it's not organized and not easy to look at for later. Please bring back the ""Add to List"" button. Shipping and products are top notch, have never received a bad product via Amazon .",2,1
The most recent update is very slow. It takes longer to access anything that isn't a product search. The delay to access personal lists is annoying but now there's no option to add things to lists anymore. I guess they're not just getting rid of public gift lists but all lists? Very disappointed.,2,-1
"Amazon has most everything anyone could want,but, even with Prime, the dates of delivery are not always as promised, which happens quite often, now days. if you can wait on products,it's great!",4,-1
"Decent app overall, I use it rather frequently. However no matter what listing I click on, there is no ""add to wish list button"" anywhere anymore, only the options to buy now or add to cart. Very very frustrating.",2,-1
"The app is ugly and unreliable. It will randomly take items out of my cart and ""save them for later."" The design language is so incohesive it leaves my brain confused half the time. Unfortunately there's really no alternative for all purpose online shopping.",2,-1
Loved it until now. They deleted the list feature and that is so annoying. I add stuff to lists so I can purchase all at once when I do that project and now that is completely gone!! I rather go to the store and get it if I have to spend hours to look for each individual item and add it to the cart separately all at once!,1,-1
"I've always loved the app until recently. WHERE IS MY 'ADD TO LIST OPTION'?? This is a huge hassle for me! Now I have to take screenshots of everything I want so I can come back eventually to find it. Not only with items that I need, but with all of my Kindle books too. Get this fixed!!",1,-1
It freezes when I hit free shipping so I end up having to order on desktop anyway. What a waste of space on my phone.  edit: they fixed that problem but now I can't add items to my wish list so the app is still trash.,1,-1
Glitched save wish list. Not only did the new update make the list freeze you cant save to wish list either. Please fix the wish list glitch,3,1
"I can't buy kindle books through the app anymore. I could try the Kindle store that is directly on the Kindle, but that always freezes. Ridiculous. I know, it's because Google wants to tax all purchases now. Greed, as usual. Funny how Google, and Amazon for that matter keep looking more and more like Apple these days. Not sure Android/Google is worth it anymore.",1,-1
My lists are not in alphabetical order anymore. So frustrating. I'm disappointed in you Amazon. Fix it!,1,-1
Was great until the recent update removed the add to wishlist button. Incredibly inconvenient since we don't own a home computer. Will probably impact the amount we use Amazon since our entire family uses this for holidays and birthday gifts.,1,-1
"Amazon removed the add to list button on the app and through the browser on phone. When I tried to get an answer the nonchalant customer service rep stated ""if you need to add to list or create a registry you need to use a computer"" What the heck?! That's cool I need to stop shopping on the site. Thanks alot ",2,-1
"I love Amazon, have been a Prime member for a long time and the prices and customer service cannot be beat along with the selection!",5,1
"Since the most recent update I can no longer add items to my wishlist via the app. Now I have to revert back to a browser to add items, it looks like prior to the update, they tried to make it a long press to select which list to add to which would have been amazing. Hopefully it is repaired quickly so I'm not having to go back to using the browser.",3,-1
"Can't purchase on the Instant Video app, can't purchase on this app. Way to go Amazon, you're really nailing it.",1,-1
Not sure what happened about the List options of adding things to a list but I can't seem to find it anymore and it's real annoying. So fix that,3,-1
"Ever since my app updated it's been freezing, moving slow, reloading. It is so damn annoying I'm ready to uninstall",1,-1
"Why cant I add items to my wishlist anymore? There used to be a link to touch that said ""add to list"" and then your wishlists came up for you to choose which one to put it in. Now that add to list option is just poof gone. Fricken annoying. With severe ADHD I can't remember day to day what the items I liked were called or what store they were from. So putting them in lists is super helpful....and now that's gone. This app has gone down the pisser",1,-1
"Really disappointed with the coding. Shopping itself is a fairy good experience,but navigating in this app is horrendous. Trying to contact or answer seller is like trying to find a way through a maze, and when you get there you can't even type because somehow it hasn't registered in the proper category, so I can only see the question but have to wait ages so I can answer. What a let down, so much money wasted, I feel bad for normal Amazon employees deing with incompetent superiors",2,-1
"Hate the update! I can't find half the things I used to and I can no longer add items to my wish list. Try and search as I may, there is no ""add to wish list"" anywhere anytime I go into product details. Fix this please!",2,-1
"I'm very sad because I ordered some stuff from amazon and I was waiting for my parcel to arrive, and instead it was returned promising that my money will be put back in my account wich never happent... and it's second time that I have this problem with Amazon...",3,-1
"I cant even add items to my list from the app, they offered a discount for downloading and never honored it. Search shows random items instead of what I typed in.",1,-1
What the hell have your idiot developers done now?!?!? You cant add items to your list. It only gives you a registry option. Could yall please fix yet another mess you made?!?!,1,-1
"Put the old wishlist option back. The heart option DEFAULTS to your ""wishlist"" so then you have to go in and move the item to the actual wishlist you want.... Item pages could be neater. All pertinent item info should be immediately under the photo and you shouldn't have reviews at the bottom. That's sketchy business practice.",1,-1
"Terrible now that I can now no longer buy Kindle books through the app. And now I can't even add Kindle books to a wishlist, and can only add other items to my main wishlist and not a specific one.",1,-1
LOVE using Amazon and didn't have any issues until about a day ago. I can't add things to my lists anymore and the app is slower and harder to manage,3,-1
Option to add to lists has been removed - the only options available are add to registry and gifting. Please put this feature back. Tried uninstalling & reinstalling to see if it was just my app being weird but it is still missing. It's also for every item.,2,-1
"Changing my rating from  to  because I'm not able to add to my lists anymore. I've been adding to cart, then saving what I'm interested in by clicking on ""save for later"" so I won't lose the item. I'm still able to move items in my wishlist to other categories in my list (played around with that just to see something), but the link to add to list is no longer available when looking at items. The April  update messed this up. Please correct this feature. I do pay for Prime monthly.",3,-1
There are times I have to wait longer for my items than what I was told.And Amazon doesn't always update the items that are advertised until you already have bought it then wants you to pay more..Not good business practice.,3,-1
"Easy to find what I want and order at a price I like with fast delivery, what's not to like.",5,1
"This app used to be good however the app only displays in French and it is increasingly getting more difficult to navigate. While I do understand and speak French, English is my native language. I cannot even find the language option anymore. It is more than frustrating and considering Amazon had revenues of $B last year, they can do a lot better.",1,-1
Keeps telling me to revise the payment shipping over and over again and I'm getting sick of it. Everytime I buy something it does that and it pushed my shipment back  days now instead of waiting a few days I've been waiting  weeks for two items,1,-1
"If you visit a different country (from Netherlands to Spain), they will still only allow you to select either Netherlands or Belgium. Am I supposed to change my whole PlayStore settings just to order something?!",1,-1
When did Amazon turn into Wish? Everything on there is a cheap imitation now. Nothing is being done to combat fake reviews. % of the things I buy end up being returned because they're not as described.,1,-1
On multiple times items haven't arrived or I haven't got and I wanted to get a refund so I can buy the three products again and they said they would give me a full refund which would be about or around  dollars and they gave me .  dollars instead. And now I'm out of money I can't get anything for my mom for mother's day because I don't get much as a teen and when I was finally able to get her something around mother's day it didn't come and I got scammed out of like  bucks.,2,-1
Now a days Amazon is declining the reviews on the products purchased. They give some flimsy reasons for declining review. They are favouring the sellers because they give more revenue to Amazon. Amazon won't give email ID to customers to contact them. Contact is only through chat or phone which is again controlled by bots or AI. Human interface is not there. They need to improve the customer service,3,1
I constantly have shipping issues when I contact them I can never get an answer if I'm not home they leave my packages any and everywhere send me an email saying delivered then I'm like where? And of course they're like check with your neighbors no ma'am I will not go door to door looking for your mistakes. Today the driver turned off the alerts I was  stops away at pm now at almost pm all it says is driver has a few more stops funny it won't show exactly when it will arrive.,1,-1
Are you kidding! I love Amazon! So easy to send gifts to family and friends in other states when ever I want to. Wish all deliveries sent a picture of the drop off. But hey... still love the easy and convenience of Amazon.,5,1
I love it everything's great about it sometimes I don't understand why I have multiple fees to pay the prime I thought it was just once a month but sometimes they hit me with multiple prime fees throughout the month,5,1
"I had a order that a company said it delivered thru Amazon but I never recieved it. After much patience by myself, the amount was credited towards a reorder which I did. Another order was shipped it was a inconvenience, but the company at fault then delivered the item as promised. Restoring my further trust in Amazon.",5,1
For the past serval months the app gets stuck in a loop when trying to look at my ordered items list. As a result I can't check on how long I've owned something for a return under warranty. This needs fixed.,1,-1
"Excellent way to access Amazon shopping! Navigate the app with ease and very little ads. What's more, the ads you do get are almost always for something of your personal interest or needs! Useful ads?! Awesome!",5,1
Love this app and Love shopping on Amazon! They have everything there and the speedy fast delivery is free so it's probably the greatest shopping app/online shopping site available!!,5,1
"Positive and Good. Helpful and Kind phone associates no matter who is at fault. The drivers are polite, kind and careful with packages. I've tried other apps and I always find myself back at Amazon....it's the knowing you can trust your package will be DELIVERED! :)))",5,1
"Horrible functionality. Can't find anything, filters useless or non-existent, constantly recommended the same things over and over again. I hate Amazon",1,-1
Horrible UX experience with this. Had to go through tooth and nails to find invoices for my previous order just to give up on it and open my laptop to obtain the data. Yall need better UX staff.,2,-1
"Even after another update, it still takes  screens and long load time just to check on an order. The *old* app was way better, when it was much, much faster to check on your orders. Using this app is a pretty sucky experience now.",2,-1
"My shopping experience with amazon is good. It's the rude customer service agents I have a problem with. I informed an agent that my order was delivered to the wrong address. He was very rude and insisted it was delivered to my right address even after I gave him the correct address. Because of his attitude, I will steer clear of amazon as best as I can.",1,-1
they will deliver to the Amazon boxes which make picking up packages safer. plus I love that no matter what the strange object is I can always find it on Amazon,4,1
"Amazon shopping online is so easy to use from the comfort of your armchair, anything you can think of to purchase they more or less have it, make a wish list or buy straight away the choices are flexible for you",5,1
My very first experience with Amazon was a failure and I will never use them again. I tried purchasing a laptop and the order just kept on delaying. I contacted Amazon customer service and they could not help me. After speaking with  different helpline officials on  different occasions they finally decide to refund me. But they could never refund me the time they waisted if I would have known my package will never show up. I am disappointed and will never use Amazon again.,1,-1
I am a lifetime customer! The variety of shopping...I love it! And you get your packages fast the majority of time.,5,1
Don't waste your time with Amazon they have lost all value they once had. Save your time and money and use Ebay or Shopify way better value for your money.,1,-1
"I hate that you can't buy kindle books or prime video from the main app anymore. It doesn't make sense, why are you trying to fill up our phones with multiple apps? It was convinent the way it was. If you wanted to buy in Kindle app sure that's great. But if you had just been trying to have an easier time searching for series, or decided that you didn't want paperback/hardback after all, and switched to Kindle, the OG app was great for that. And you buy video on your phone to watch on your TV.",2,-1
It's shopping for me and my phone is a good thing to do with me. Amazon is shopping for buy a day or so I will send you some of myself.,5,1
I use Amazon almost daily but lately their shipping is either mostly late or a few instances it gets lost and doesn't arrive. Not sure what's been going on but I order products alot of times based on arrival and when they're a week or two late that's not good business,3,-1
"Always a new problem. How is Amazon the most enormous online retail giant but their app still can't function? Suddenly, the buttons that allow me to add items to my cart are gone - except for the ""bundle"" options, of course. If I want to buy just an armchair, I need to expand the table link, uncheck the boxes for the coffee table and couch I DON'T want and then I can put just the chair in my cart.",1,-1
Great service!,5,1
"Amazon shopping is truly brilliant. Prime movies... Sucks. Big time. You get movies free with prime, free shopping deliveries and loads more.",5,1
"Amazon used to be pretty reliable. Now they can't keep a schedule. Items that have prime delivery don't show up for weeks. The app doesn't update the shipping info so you have no idea when it'll show up. Customer service can't cancel or refund the purchase until it's returned so that's an endless cycle. Honestly if this was a one off, yeah things happen. But this has been happening for years. I pay for prime so can I get a refund for the dozens of orders that don't arrive by the guaranteed time?",1,-1
"Nothing easier than this app, and it's a lifesaver.",5,1
Very good app and easy to use. Recommend to everyone that wants cheap and easy items but theres a bug. My first two items i ordered didnt show up on my order history. Please fix that,5,1
Amazon and Klarma are absolutely hands down the best places to shop. Amazon prime is always shipping free and on time. If you ever have a issue they fix it with a refund or gift card. Love Amazon prime.  ⭐ quality service Everytime thank you ️,5,1
"If this was an app to see pictures of sad dogs, it would be  stars. All I ever see is those dogs and that something is wrong and to click the button for the home page. Then I get to see a new picture of a sad dog.",1,-1
Love Amazon. You shop order and pay and it's here. It's easy and simple any problems they help fix it. Customer service is excellent. Recommend it,5,1
Love this app. Never had any Issues with it and there's always your guarantee and refund if goods aren't as described. Thanks amazon,5,1
"Amazon cheating their customers with wrong information, so we can say they are lay to their customers as what happened to me. They offered me an item return, and when I tried to do the return for this broken item before that date. I can't do return because the return window was closed. I contacted the customer service and they just keep say something the return window is closed so we can't return the item or replace it and we lose our money for broken item.",1,-1
"Privacy - rape! Forces you now to allow camera permissions in order to access storage to upload review photos! Not in my household, and not for my children! This piece of trash app loses your place every time you exit and make you start all over from scratch when you reopen it. a ONE STAR! Loses your whole review.",1,-1
love amazon but the last update to the app design made it a bit confusing. I'm still trying to get used to it. but overall is a great app.,4,1
Amazon is just to convenient and I have never had any issues with getting my products undamaged and on time. I just love it.,5,1
I'vehad nothing but trouble with Amazon for a long time now where I've been subjected to a hate crime from some of the staff lies about delivery address and my parcels having the contents taken out of its original packaging and only empty boxes without the contents in the original box my SIM cards have had the security seal's broken and order's constantly being delayed for no reason And never getting money back and taking money when I tell them they do not have permission to. Nice one thanks,1,-1
The only thing I worry about is companies on Amazon often refuse to honor warranties. I bought a  year warranty and once the product broke after  months they stated it was somehow too late to return?!,4,1
"Never thought I enjoy online shopping so much. Amazing collection of items, fast delivery, and easy no hassle returns.",5,1
they can have really good cs until it come to the review team. they refuse to fix constant problems and the only help you receive is automated messages even when escalated by cs.,3,-1
Works well and use it almost daily although I have noticed that hitting the back button after checkout so that you can do more shopping reloads the cart with the previously purchased item leading to duplicate purchases.,4,1
"Support is inadequate. Agents refuse to provide a reference# and in one case deleted the whole contact. They deliberately use predatory lenders for their ""Amazon Credit Card"" who locked my account because I PAID IN FULL without any warning. They prey by UNCONSCIONABLE contract. They FREQUENTLY CHANGE THE ETA OF PACKAGES ON THE DAY THEY ARE SUPPOSED TO BE DELIVERED! Illegally prevent screenshots against user rights and in bad faith. Defaults to subscription which is misleading pattern of practice",1,-1
"Simply amazing. I used to use Amazon to buy the odd thing that I couldn't find elsewhere but then I was able to get a student discount on Amazon Prime so I've been using Amazon much more since getting Prime and I have to say, they're wonderful. The prices are great, the free shipping, reliable delivery dates and tracking and the customer service is incredible.",5,1
"Only my nd order, but had concerns about extra charges by correos, but none on my first order, so very happy, and the prices at very good.",5,1
"The app cancelled and deleted an item I had ordered by itself, after waiting for  days. When I contacted the customer service to make a complaint, I wasted my time. My decision is not to deal with Amazon anymore.",1,-1
"In my last  orders,  arrived damaged,  were the wrong item,  was delivered to my neighbor,  was delivered to some random person and I never got it... So % of the items I ordered didn't need customer support help. That's an F minus minus minus. I'd rather pay more with B&H and NewEgg than deal with this hassle.",1,-1
"I always found this app easy to use but suddenly you're not allowed to buy books for your kindle from it  it says it's something to do with new Google policies, well I wish it would get sorted because I am an avid reader and love my kindle, so sort it please!!",4,-1
I love this app so much but when you write a complaint or whatever no one reads it so technically speaking you just made a useless comment. On the other hand you can get anything and every thing,4,1
"Customer service and warranties are hard to find. I have been using Walmart a lot after a disasterous delivery problem last year. They say an item is warrantied but when you finally find it it says ""Not this item"".",2,-1
"It's difficult to judge quality on most of the brands that come up. Quite often I've gotten much less than what I've hoped. I do have a monthly subscription yes, but the number of pitfalls make it hard to recommend. I like it cuz it keeps me from spending money. The doubt that stems from previous disappointments keeps me from wanting anything at all sometimes. The fact that gifting is an option seems cruel when quality isn't a guarantee with Amazon.",2,-1
"The Amazon app is such a handy app I really like it, quick on the go ordering without faffing about and finding goods is easy. Cheers.",5,1
Have found Amazon app convenient. They do seem to spam Mt email about some of the things I want or have in the save for later. Don't have any other problems. The prime delivery service is worth it's weight in gold and convenience. Would recommend it to others.,5,1
"I don't like having Amazon, legit just an emergency usage to have on my phone, love going straight to the seller which works out cheaper than using Amazon",1,-1
You can no longer buy ebooks through this app you have to use a computer which is ridiculous. I hope Amazon is gonna buy me a computer to continue to purchase ebooks cause this is just horrible. I'm so frustrated because suddenly I am now expected to buy a computer just to purchase an ebook. Absolutely ridiculous and un called for and unnecessary!,1,-1
"Amazon WILL, without warning, subscribe you to Prime. I never signed up, but I was still charged the $. for a subscription, and because I didn't know what went wrong, I ended up voiding my debit card, and I had to end up waiting for a new one. This was absolutely ridiculous.",1,-1
"this site has been helpful most of the time. some stuff I have to return because the size was wrong, but other than that pretty good",5,1
"They changed app, no option for changing country from app. It used be easy for accessing different markets",1,-1
"Fantastic app, almost as functional as the full website. Clearly some considerable effort has gone into this solution and it shows.",5,1
This is the second time i order and they did not deliver. They did not inform the costumer. When i checked now because im expecting in an hour. I discover that they will deliver by next day. And i am subscribed for a year at amazon prime. And i am very disappointed because this is not the first time. I will not recommend this to all my friend. Very worst app!,1,-1
As far as the app experience it's been good for me they have were you can just sign up and do shopping but they also have amozon prime it cost around - dollars a month if you shop a lot or just need things for the house than this app is for you happy shopping,5,1
Was excellent quality and excellent value for money . Then the boxes were broken and looked like they had been stepped on don't no why also little bits of money being taken out of account don't no why.,5,1
"Amazon is my FAVORITE place to shop online. Fast and easy checkout. Haveing prime my items come within  days, some even come the next day. Returns are effortless and you have your money refunded back to you within a day. I cant say enough about Amazon I literally love everything about it!!!!",5,1
I put this as a  star rating bc when I put the money to TRINIDAD & TOBAGO it just takes me out of the app and when I click back the app it just shows a lagging screen rlly quickly and then put me on my home page on my phone I had to delete the app and download it twice I deleted and I'm downloading it back rn so now I have to put the money to USA which is rlly expensive down here,1,-1
"Gets worse with every update. Wish list hard to scroll through, now can't see the map or it's glitching. Terrible",2,-1
Needs to get a grip of delivery options. Some things are only available next day delivery for some ridiculous reason but some are the day after. It won't let me choose Amazon Day delivery and get it all together. Really inconvenient for me and probably for Amazon too!,2,-1
I like the convenience. live in the boonies and sometimes just easier to go on line. most prices are competitive with Walmart. Yearly Prime SHOULD NOT continue to rise considering the money Amazon profits which is made public and very well known. The. cost of Prime continuing to rise would be my reason to stop using Anazon,4,1
"Not user friendly. Just trying to browse a specific department, but can't find a way to do that. Would be nice if end-users could customize their experience. Fix your app!",2,-1
I love using Amazon Shopping app. it is very easy to use and navigate. I'm not very tech-savvy and I seem to explore the app just fine. the app makes it easy to save/favorite items to get at a later date. easy to reload gift card balances. lots of items offer free shipping.,5,1
The web browser's works better. The app doesn't load/work unless i'm using data and even when I do use data the app is very limited in what items it allows me to view. I miss the old Amazon app.,2,-1
I hate this damn app so much. It has put my account on hold for no reason! All I've done was order a shirt and pants and all of a sudden that's considered suspicious activity. and this has happened in the past and it's irritating.,1,-1
Ive always been very very pleased with the way Amazon has conducted business. Ive never had a problem with returns. I am so excited to be a Prime member.,5,1
"No reason for me to have prime anymore. Almost nothing I order is delivered in a couple of days. And the way they process the monthly fee is terrible. I use a online bank account to pay the monthly fee and I have forgot to transfer money to that account and they will go through any of the cards on file to make a payment. Doesn't matter what name is on the card, they will run the card. They don't send a notification saying card was declined before trying every card on file.",3,1
I love how fast and easy it is to shop on Amazon. No rude clerks when I have to return something because it didn't work.,5,1
"New update is laggy, and viewing product details is now slowly rendered like loading a web page back in the s. Sometimes product details don't even fully load, or UI buttons to expand text are missing randomly. And doesn't matter what you search for, it'll be drowned out by sponsored items",3,-1
Pay for Prime and EVERY delivery takes longer then the US Postal Service. I pay for Prime and same day or next day delivery is offered and then on day of scheduled delivery SORRY YOUR ORDER HAS BEEN DELAYED and I have  warehouses within  miles of my residence Maybe next week delivery if you are lucky. Check with actual sellers their delivery maybe faster. Will no longer pay $. for Prime. They don't deserve my money anymore,1,-1
"Amazon Egypt , - I ordered something and in payment processing step, I received **payment failure** from the application so I cancelled it, few moments later I received payment deduction message from bank and when I called them, they said ""I have to wait from - working days to get my money back"". - my brother has ordered some product and we received it not matching the product specs and when we tried to write a review to warn others, they said it will take more than  months to post it",1,-1
"it's Amazon, trade convenience for higher price. While they may be more expensive than most there is excellent customer service. if they could just sort out the third parties selling stuff at * the store cost because no one noticed it would be a lot better ",4,-1
Doesn't let you select your price range. So that it becomes difficult to find the product in your exact range and you end up buying the product they want sell,1,-1
"Love the app, so easy and convenient as far as shopping goes. Prime service, love the shows available and sometimes the delivery service is ok. Only one question, what does ""delivered to a safe place"" mean. And why don't drivers take photos like they use too. Half the time my package has been missing and now where to be found. Don't get me wrong, it's replaced right away, but so inconvenient.",3,-1
"I have been prime for over  years and on Mother's day this company has had me in tears over  dollars, the customer is always wrong with them.  hours of arguing to get $ refund that should have been automatic, after a migraine and tears supposedly I will get  back in another  hours, buyer be ware",1,-1
"So amazon has changed there review protocols. You can't write if the seller has bad service, bad shipping, or horrible customer service. The way they have it you only can put a good review up bad reviews get stopped. I have been using WM lately do to better service and shipping. Complained about a problem to them no questions asked and was refunded, amazon has made it a battle to return or replace a broken item. Amazon is failing all around. So sad.",1,-1
"Changed region, now app won't even open. Worked perfectly in UK,. Com have to use a browser.",1,-1
"Amazon is faithful. Through the pandemic this was sometimes the fastest and easiest (and even the only way) to get essential and nonessential items. I have had great experiences on rare occasions when it was necessary to call customer service. I love the vast product selection, the ability to ship to multiple addresses, shipping speed, and my Amazon Wallet!",5,1
Amazon tiene bueno servicios cuando son membresía. sin la cuenta prime las cosas tardan y nunca llega. I never received my package  and then I got in trouble after because by doing the missing orders fraudulent people stole my bank account information. Trying to take out the money. it happened two times to me. I wonder how they know each time when I buy something I received call or bank account notification.,4,-1
It seems like they just go out of their way to make things harder and harder... and p.s. stop shoving Alexa in our faces constantly. Just STOP.,1,-1
"Horrible customer service, horrible account assistance. Recently my phone linked to the account was deactivated and I lost my phone number permanently, I'm trying to attach my new one and I'm clearly logged in but when I try changing my number it sends a verification website link to the deactivated phone. I was in contact with Account Change and have done everything to verify myself but suddenly they need a ""Charge ID"" which I cannot provide because I don't use a bank with Amazon. cant help me!!",1,-1
"A few times recently, it's 'if you order within x hours, you'll receive it in x time' has been totally out! I could also ask, if you could move the heart button to save into wish list, as I'm forever touching it by mistake!",3,-1
I love shopping with Amazon! They have some if the coolest things you'll find. I buy everything! Customer service is Amazing as well.,5,1
I am one proud ex amazonian and I know how much Amazon care for their customers. Plus my shopping continues with Amazon and ends with Amazon. Prime items only ️,5,1
"Ive used the app before and I was wonderful then! Maybe it was  or early ? Either way, this app has gone down in quality faster than my self confidence. It let's WAY too many scams pass by, which obviously makes people lose money. Another problem is that, even after changing my password, I can't sign in. What the hell happened? This app was better back then! Please, for the love of god, fix this damned app.",1,-1
Every time I open the app it works for about a minute then crashes. Very annoying and it makes me wonder if paying for prime is worth it if I can't even browse Amazon.,1,-1
"Don't get me wrong. this app is very good and has so many options on how to place and pay for your orders. The thing is: options narrows when buying from 🇵🇷. that's a shame, because in my case I pay for a Prime Membership and that is $. just to have... ""free shipping""? (most of the time I pay double for an item just to know I could buy it for less in my country). But delivery is fast enough to be happy and the goods quality is good too.",3,-1
"Amazon is the best place to shop. I have been a customer of Amazon for a number years and what I found is that Amazon is reliable, that the customer service is excellent. What I find most about customer service is that the customer service representatives are sincere, you can hear it in their voice. They are not just repeating the buzz words that were discussed at management meetings, that someone thinks customers want to hear. I will always be a Amazon customer.",5,1
"This app is pretty good for the most part. I would like to see improvements made to the filters. Also, its very difficult to figure out how to contact a seller. I've passed on buying many items because I couldn't ask the seller a question.",3,1
Scrolling is broken. Trying to look through my lists and it won't go down below the first few items.,1,-1
"Amazon is amazing and allows me to purchase so many things from here that at times I might not see the same items in stores, very original and helpful",5,1
I hate it when order is split...that is a wastage of time...so i have to wait for a delivery on  or  different days...very disguisting...i'd rather you take a whole week but deliver once,3,-1
"Amazon is really easy to order and it only take two days to get my order. Anything over $. purchase is free shipping. It may be lower, I'm not sure because I get my free shipping because I have a Prim video account so its free for me. Iv'e been using this Amazon more than any other app for buying anything, so far I haven't had any problems. And Amazon has everything I want or need.",5,1
"Shopping experience changed for the worst. I use to enjoy shopping, strolling through pictures and reviews. The pictures are very choppy, uneasy to scroll through, there's a stutter/hesitation between pictures. I have to swipe hard,  or  times to get to the next picture. Zooming use to be smoother.",2,-1
love shopping with Amazon. If anything happens it's easy to get a refund or help with that item.. Would recommend Amazon to all my friends & family,5,1
